,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate_init,param_momentum,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
56,0.9389180183410645,0.10552329381225138,0.0007365226745605468,1.8101858982664168e-05,0.5,0.6,sgd,"{'learning_rate_init': 0.5, 'momentum': 0.6, 'solver': 'sgd'}",0.9,0.95,1.0,0.95,1.0,1.0,1.0,0.95,0.9,0.95,0.96,0.03741657386773941,40
57,0.8474170446395874,0.13415658186493473,0.0007365942001342773,1.4956752079103502e-05,0.5,0.7,sgd,"{'learning_rate_init': 0.5, 'momentum': 0.7, 'solver': 'sgd'}",1.0,1.0,0.9,0.95,1.0,1.0,1.0,0.95,0.95,1.0,0.975,0.03354101966249685,3
58,0.7570712089538574,0.17898023057058504,0.0007320404052734375,1.7161567397483626e-05,0.5,0.8,sgd,"{'learning_rate_init': 0.5, 'momentum': 0.8, 'solver': 'sgd'}",0.95,0.95,0.8,0.95,0.95,1.0,1.0,0.95,0.95,0.95,0.945,0.052201532544552745,83
59,0.4352303981781006,0.05958846791225671,0.0007297277450561523,6.984525073369989e-06,0.5,0.9,sgd,"{'learning_rate_init': 0.5, 'momentum': 0.9, 'solver': 'sgd'}",1.0,1.0,0.8,0.95,1.0,1.0,1.0,1.0,0.9,1.0,0.9650000000000001,0.0634428877022476,24
60,1.4274514675140382,0.11196015115413037,0.0007282018661499024,7.021052718095864e-06,0.6,0.001,sgd,"{'learning_rate_init': 0.6, 'momentum': 0.001, 'solver': 'sgd'}",0.85,0.95,0.9,0.95,1.0,1.0,1.0,0.95,0.95,1.0,0.9549999999999998,0.04716990566028302,69
61,1.4587807178497314,0.3437260631735243,0.000732588768005371,1.106531936549366e-05,0.6,0.1,sgd,"{'learning_rate_init': 0.6, 'momentum': 0.1, 'solver': 'sgd'}",0.9,0.95,0.8,0.95,0.95,1.0,1.0,0.95,0.95,1.0,0.945,0.05678908345800272,83
62,1.357011365890503,0.20630665072166104,0.0007502317428588867,3.7279556276357206e-05,0.6,0.2,sgd,"{'learning_rate_init': 0.6, 'momentum': 0.2, 'solver': 'sgd'}",0.95,0.95,0.9,0.95,1.0,1.0,1.0,0.95,0.95,1.0,0.9650000000000001,0.03201562118716425,24
63,1.1313119173049926,0.12671661446934707,0.0007324934005737305,1.7549308015475895e-05,0.6,0.3,sgd,"{'learning_rate_init': 0.6, 'momentum': 0.3, 'solver': 'sgd'}",1.0,1.0,0.9,1.0,1.0,1.0,1.0,0.95,0.9,1.0,0.975,0.04031128874149274,3
64,1.1413575887680054,0.1044104573919457,0.0007246494293212891,5.198618572580851e-06,0.6,0.4,sgd,"{'learning_rate_init': 0.6, 'momentum': 0.4, 'solver': 'sgd'}",1.0,1.0,0.8,0.95,0.95,1.0,1.0,1.0,0.95,1.0,0.9650000000000001,0.05937171043518958,24
65,1.185678482055664,0.31886444957874494,0.000734257698059082,1.6693063720409196e-05,0.6,0.5,sgd,"{'learning_rate_init': 0.6, 'momentum': 0.5, 'solver': 'sgd'}",0.95,1.0,0.9,0.95,0.95,1.0,1.0,0.95,0.9,0.95,0.9549999999999998,0.034999999999999996,69
66,0.8346984624862671,0.12922482654919415,0.000745391845703125,5.277665461784629e-05,0.6,0.6,sgd,"{'learning_rate_init': 0.6, 'momentum': 0.6, 'solver': 'sgd'}",0.95,1.0,0.75,0.95,1.0,1.0,1.0,1.0,0.9,1.0,0.9550000000000001,0.07566372975210778,59
67,0.7701320886611939,0.17329532241516832,0.0007303953170776367,1.530611997417625e-05,0.6,0.7,sgd,"{'learning_rate_init': 0.6, 'momentum': 0.7, 'solver': 'sgd'}",0.95,0.95,0.9,1.0,0.95,1.0,1.0,0.95,0.95,1.0,0.9649999999999999,0.03201562118716425,37
68,0.5799986362457276,0.07703520876795171,0.0007273197174072265,8.36111895931257e-06,0.6,0.8,sgd,"{'learning_rate_init': 0.6, 'momentum': 0.8, 'solver': 'sgd'}",1.0,1.0,0.85,0.95,1.0,1.0,1.0,1.0,0.95,0.95,0.97,0.04582575694955841,12
69,0.4083078145980835,0.10635532859445379,0.0007304668426513672,1.904509338423053e-05,0.6,0.9,sgd,"{'learning_rate_init': 0.6, 'momentum': 0.9, 'solver': 'sgd'}",0.9,1.0,0.9,0.95,1.0,1.0,1.0,1.0,0.95,1.0,0.97,0.039999999999999994,12
